356467526	RefSeq	NZ_JBDFNL010000001.1	2230781	2232688	+	WP_187507283.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-2	GCF_039671515.1
356467526	RefSeq	NZ_JBDFNM010000001.1	2230947	2232854	+	WP_187507283.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-3	GCF_039671555.1
356467526	RefSeq	NZ_JBDFNN010000001.1	2242446	2244353	+	WP_187507283.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-8	GCF_039671545.1
356467526	RefSeq	NZ_JBDFNP010000001.1	2231471	2233378	+	WP_187507283.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-5	GCF_039671605.1
356467526	RefSeq	NZ_JBDFOC010000001.1	2244032	2245939	+	WP_187507283.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-6	GCF_039671855.1
356467526	RefSeq	NZ_JBDFOD010000001.1	2242609	2244516	+	WP_187507283.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-7	GCF_039671885.1
356467526	RefSeq	NZ_JBDFOF010000001.1	2231404	2233311	+	WP_187507283.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-4	GCF_039671975.1
356467526	INSDC	JBDFNN010000001.1	2242446	2244353	+	MEN4520301.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-8	GCA_039671545.1
356467526	INSDC	JBDFNM010000001.1	2230947	2232854	+	MEN4529565.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-3	GCA_039671555.1
356467526	INSDC	JBDFMX010000001.1	2177425	2179332	+	MEN4534003.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa39-29	GCA_039671255.1
356467526	INSDC	JBDFNP010000001.1	2231471	2233378	+	MEN4552642.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-5	GCA_039671605.1
356467526	INSDC	JBDFNK010000001.1	2231419	2233326	+	MEN4593834.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-1	GCA_039671505.1
356467526	INSDC	JBDFNC010000001.1	1887889	1889796	+	MEN4612250.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa39-14	GCA_039671375.1
356467526	INSDC	JBDFNL010000001.1	2230781	2232688	+	MEN4617253.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-2	GCA_039671515.1
356467526	INSDC	JBDFNG010000001.1	2230922	2232829	+	MEN4626391.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-31	GCA_039671345.1
356467526	INSDC	JBDFOD010000001.1	2242609	2244516	+	MEN4679927.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-7	GCA_039671885.1
356467526	INSDC	JBDFOF010000001.1	2231404	2233311	+	MEN4732171.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-4	GCA_039671975.1
356467526	INSDC	JBDFOC010000001.1	2244032	2245939	+	MEN4782406.1	glycosyl hydrolase family 28-related protein	Pantoea agglomerans	Pa54-6	GCA_039671855.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
462436114	INSDC	BK030649.1	10287	11057	+	DAI39303.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
780692105	INSDC	JAYZKB010000414.1	1137	1613	+	MEC7807456.1	hypothetical protein	Pseudomonadota bacterium		GCA_036163915.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
78663141	RefSeq	NZ_BALE01000033.1	873	2660	+	WP_048849597.1	hypothetical protein	Tanticharoenia sakaeratensis NBRC 103193	NBRC 103193	GCF_000963885.1
78663141	RefSeq	NZ_BAQF01000023.1	963	2750	+	WP_048849597.1	hypothetical protein	Tanticharoenia sakaeratensis NBRC 103193	NBRC 103193	GCF_025994335.1
78663141	INSDC	BALE01000033.1	873	2660	+	GAN54889.1	hypothetical protein	Tanticharoenia sakaeratensis NBRC 103193	NBRC 103193	GCA_000963885.1
78663141	INSDC	BAQF01000023.1	963	2750	+	GBQ23456.1	hypothetical protein	Tanticharoenia sakaeratensis NBRC 103193	NBRC 103193	GCA_025994335.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463639371	INSDC	BK021178.1	12054	12776	-	DAL72410.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
179660453	INSDC	NZZP01000016.1	5631	6011	-	MAR77710.1	hypothetical protein	Gammaproteobacteria bacterium		GCA_002698665.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
466470743	INSDC	BK028473.1	12606	13346	-	DAV45373.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
620265441	INSDC	JAOLFF010000004.1	5036	5659	+	MDB9980541.1	hypothetical protein	bacterium		GCA_028340885.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
219385542	INSDC	NHKS02000010.1	463	1071	+	RPG04967.1	hypothetical protein	Pelagibacteraceae bacterium TMED247		GCA_002169435.2
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
528567397	INSDC	JAKUQG010000212.1	130	756	-	MCH2508301.1	hypothetical protein	Dehalococcoidia bacterium		GCA_022450315.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
176254475	INSDC	MG592456.1	211691	212293	-	AUR86065.1	hypothetical protein	Vibrio phage 1.081.O._10N.286.52.C2		GCA_003927315.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
466584477	INSDC	BK039347.1	13500	14306	-	DAX35708.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
152305	RefSeq	NC_002649.1	4529	5326	-	NP_073686.1	DNA terminal protein	Bacillus phage GA1		GCF_000858305.1
152305	INSDC	X96987.2	4529	5326	-	CAC21524.1	terminal protein (TP)	Bacillus phage GA1		GCA_000858305.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
682141241	INSDC	JAUZPD010000006.1	14157	16493	+	MDP4148461.1	glycosyl hydrolase family 28-related protein	Bacteroidota bacterium		GCA_030706155.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
295414284	INSDC	RHCO01000108.1	1877	2458	+	NDB28677.1	hypothetical protein	archaeon		GCA_010028525.1
295414284	INSDC	RHDG01000201.1	826	1407	+	NDB55371.1	hypothetical protein	archaeon		GCA_010028315.1
295414284	INSDC	RHCS01000112.1	1877	2458	+	NDB78917.1	hypothetical protein	archaeon		GCA_010028545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
268156486	INSDC	MK962753.1	68294	69121	-	QEG05439.1	DNA end protector protein	Shigella phage JK32	JK32	GCA_008214095.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
58856988	RefSeq	NC_024486.1	10092	14716	-	YP_009047156.1	pTP	Duck adenovirus 2	GR	GCF_000923915.1
58856988	INSDC	KJ469653.1	10092	14716	-	AIE77215.1	pTP	Duck adenovirus 2	GR	GCA_000923915.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
780738623	INSDC	JAYZLZ010000173.1	1815	2423	+	MEC7714303.1	hypothetical protein	Thermoplasmatota archaeon		GCA_036153775.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
221934822	RefSeq	NZ_RMVE01000006.1	83147	83617	+	WP_124981651.1	hypothetical protein	Nonlabens xiamenensis	1Q3	GCF_003865345.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
434933240	INSDC	JAFRDD010000167.1	11224	11979	-	MBQ3416088.1	hypothetical protein	Clostridia bacterium		GCA_017404025.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
390491177	RefSeq	NC_055917.2	3826	4647	-	YP_010114692.1	DNA terminal protein	Bacillus phage WhyPhy		GCF_016673615.2
390491177	INSDC	MW419775.2	3826	4647	-	QQO40336.1	terminal protein	Bacillus phage WhyPhy		GCA_016673615.2
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
197933937	RefSeq	NC_075453.1	7892	12342	-	YP_010790712.1	pre-terminal protein	Eidolon helvum adenovirus		GCF_006425395.1
197933937	INSDC	AP018374.1	7892	12342	-	BBF72827.1	pre-terminal protein	Eidolon helvum adenovirus		GCA_006425395.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
888897173	INSDC	JBEAXF010000266.1	1216	1800	-	MEY3311836.1	hypothetical protein	Bacteroidota bacterium		GCA_041159985.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
466443873	INSDC	BK037072.1	3361	4074	+	DAW67272.1	DNA terminal protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
424419695	INSDC	JAGCBE010000172.1	3042	3845	+	MBO7692632.1	hypothetical protein	Methanobrevibacter sp.		GCA_017652345.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
452596987	INSDC	JAHAFR010000099.1	2079	2843	-	MBS6155499.1	hypothetical protein	Collinsella sp.		GCA_018374175.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
485118647	INSDC	JAHFYR010000004.1	401286	406114	-	KAH0372502.1	glycoside hydrolase family 55 protein	Aureobasidium melanogenum	EXF-3233	GCA_019925055.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
165155792	INSDC	NYWG01000192.1	17793	18485	+	MAD25438.1	hypothetical protein	Verrucomicrobiales bacterium		GCA_002684915.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
543299663	INSDC	ON042750.1	14291	15091	+	UOX39806.1	primer terminal protein	Bacillus phage Chedec 11		GCA_025515755.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
162374336	INSDC	MF498773.1	74560	75558	-	ATI17395.1	hypothetical protein	Aeromonas phage AS-szw		GCA_002743635.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
445435455	INSDC	JAFZDT010000078.1	2011	2985	+	MBR5795283.1	hypothetical protein	Erysipelotrichaceae bacterium		GCA_017561055.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
701151207	INSDC	OR473000.1	151256	151600	+	WNL51121.1	terminal DNA protecting protein	Synechococcus phage S-CREM2		GCA_032255945.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1730804	RefSeq	NC_005260.1	121327	122325	-	NP_944079.1	DNA end protector	Aeromonas phage Aeh1		GCF_000843245.1
1730804	INSDC	AY266303.2	121327	122325	-	AAQ17856.1	gp2 DNA end protector protein	Aeromonas phage Aeh1		GCA_000843245.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
888863	RefSeq	NC_001423.1	1483	2283	+	NP_040718.1	DNA terminal protein	Bacillus phage PZA		GCF_002755075.1
888863	Swiss-Prot	N/A				P06951.1	DNA terminal protein	Bacillus phage PZA		
888863	INSDC	M11813.1	1483	2283	+	AAA88477.1	gene 3 product	Bacillus phage PZA		GCA_002755075.1
888863	PRF	N/A				1112171F	ORF 3	Bacillus phage PZA		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
164450551	RefSeq	NZ_NUIO01000079.1	12495	13232	-	WP_098829850.1	hypothetical protein	Bacillus thuringiensis	AFS049207	GCF_002575705.1
164450551	RefSeq	NZ_NUOL01000039.1	1175	1912	+	WP_098829850.1	hypothetical protein	Bacillus thuringiensis	AFS032723	GCF_002583105.1
164450551	INSDC	NUIO01000079.1	12495	13232	-	PGO35608.1	hypothetical protein	Bacillus thuringiensis	AFS049207	GCA_002575705.1
164450551	INSDC	NUOL01000039.1	1175	1912	+	PGX32088.1	hypothetical protein	Bacillus thuringiensis	AFS032723	GCA_002583105.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463774724	INSDC	BK038911.1	13069	14022	-	DAJ38996.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
449489005	INSDC	MW286325.1	12578	14725	-	QUS52947.1	terminal protein precursor pTP	Pigeon adenovirus 1	P18-05523-6	
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321605839	INSDC	LR796861.1	58666	59268	-	CAB4170673.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902990125.1
321605839	INSDC	LR797019.1	132253	132855	+	CAB4182160.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902991765.1
321605839	INSDC	LR797272.1	111740	112342	-	CAB4198618.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902994305.1
321605839	INSDC	LR797375.1	82259	82861	-	CAB4211532.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902995215.1
321605839	INSDC	LR798454.1	86815	87417	-	CAB5238645.1	DNA end protector protein	uncultured Caudovirales phage		GCA_903234065.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
254224880	RefSeq	NZ_CP030771.1	4799365	4800999	+	WP_249401800.1	right-handed parallel beta-helix repeat-containing protein	Streptomyces sp. YIM 121038	YIM 121038	GCF_006088715.1
254224880	INSDC	CP030771.1	4799365	4800999	+	QCX77676.1	Plasmin and fibronectin-binding protein A precursor	Streptomyces sp. YIM 121038	YIM 121038	GCA_006088715.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
167734033	INSDC	PBQC01000014.1	2215	2805	-	MBN75716.1	hypothetical protein	Actinomycetota bacterium		GCA_002724905.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
79142558	INSDC	AP014200.1	882	1259	-	BAR30536.1	hypothetical protein	uncultured Mediterranean phage uvMED		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
179167432	INSDC	NZGN01000038.1	71983	72573	-	MAI17818.1	hypothetical protein	Marinovum sp.		GCA_002691045.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
466565519	INSDC	BK027723.1	2622	3359	+	DAX11125.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
197489169	INSDC	MH517022.1	122679	123356	+	AXF41530.1	DNA end protector protein	Acinetobacter phage SH-Ab 15599		GCA_003369245.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
295337395	INSDC	RGWU01000057.1	7746	8285	+	NDB58220.1	hypothetical protein	bacterium		GCA_010026765.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
528645608	INSDC	JAKUSJ010000019.1	435	1031	+	MCH2404531.1	hypothetical protein	Nitrososphaerales archaeon		GCA_022451545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
179540970	INSDC	NZHO01000040.1	7560	8120	-	MAJ66271.1	hypothetical protein	Candidatus Pelagibacter sp.		GCA_002689645.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
196968378	RefSeq	NC_048709.1	23615	24289	+	YP_009838247.1	DNA end protector	Vibrio phage YC		GCF_003441855.1
196968378	INSDC	MH375644.1	23615	24289	+	AXC34401.1	DNA end protector	Vibrio phage YC		GCA_003441855.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463803559	INSDC	BK043741.1	11366	12136	+	DAJ65761.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
618213929	INSDC	JAOKQO010000001.1	7051	7689	-	MDB4331276.1	hypothetical protein	bacterium		GCA_028255545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321583853	INSDC	LR796423.1	98381	98992	+	CAB4143210.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902985825.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463529687	INSDC	BK036097.1	20627	21259	-	DAK39760.1	DNA end protector protein	Caudoviricetes sp.		
463529687	INSDC	BK045810.1	6639	7271	+	DAT26613.1	DNA end protector protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
655050357	RefSeq	NZ_JASGXL010000009.1	102552	104639	+	WP_283299479.1	hypothetical protein	Burkholderia cenocepacia	CAB1488	GCF_030055775.1
655050357	INSDC	JASGXL010000009.1	102552	104639	+	MDI9684319.1	hypothetical protein	Burkholderia cenocepacia	CAB1488	GCA_030055775.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
465202634	INSDC	BK038524.1	1032	1829	+	DAO98353.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
312458840	RefSeq	NC_055841.1	96151	96786	-	YP_010107304.1	DNA end protector	Agrobacterium phage OLIVR5	OLIVR5	GCF_017903535.1
312458840	INSDC	MT234342.1	96151	96786	-	QIW87810.1	DNA end protector during packaging	Agrobacterium phage OLIVR5	OLIVR5	GCA_017903535.1
312458840	INSDC	MT234343.1	97082	97717	-	QIW88075.1	DNA end protector protein	Agrobacterium phage OLIVR6	OLIVR6	GCA_017903545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
167193642	INSDC	PBKW01000001.1	22040	22672	+	MBM31233.1	hypothetical protein	Chloroflexota bacterium		GCA_002721615.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
424757516	INSDC	JAGCJE010000095.1	10935	11744	+	MBO7308554.1	hypothetical protein	Kiritimatiellia bacterium		GCA_017648225.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
821536022	INSDC	JBAXKL010000202.1	857	1453	+	MEI6882134.1	hypothetical protein	Bacteroidota bacterium		GCA_037135355.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
442546708	INSDC	JAFWCC010000082.1	9101	9904	-	MBR2652485.1	hypothetical protein	bacterium		GCA_017545805.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
293697094	INSDC	RGCK01000636.1	42	635	+	NBP58283.1	hypothetical protein	Candidatus Elulimicrobium humile		GCA_009919195.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
295778665	INSDC	RHBH01000012.1	15792	16385	-	NDG29042.1	hypothetical protein	bacterium		GCA_010031135.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
293695582	INSDC	RGCK01000002.1	8704	9297	-	NBP55030.1	hypothetical protein	Candidatus Elulimicrobium humile		GCA_009919195.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
628250850	INSDC	JAQYOZ010000056.1	4241	5068	+	MDD7622606.1	hypothetical protein	Bacilli bacterium		GCA_028727065.1
628250850	INSDC	JAXEFL010000058.1	4241	5068	+	MEG7526602.1	hypothetical protein	Candidatus Onthovivens sp.		GCA_036785095.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
52295	RefSeq	NC_000942.1	7833	9791	-	NP_015538.1	pTP	Murine mastadenovirus A		GCF_000844265.1
52295	INSDC	U95843.1	2193	4151	-	AAB53751.1	pTP	Murine adenovirus 1		GCA_023158175.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
770272292	INSDC	DASSUK010000381.1	946	1551	-	HET8685922.1	hypothetical protein	Methanosarcina sp.		GCA_035707045.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
24197853	RefSeq	NC_020487.1	9057	14266	-	YP_007518314.1	pTP	Titi monkey adenovirus ECC-2011		GCF_000905855.1
24197853	INSDC	HQ913600.1	9057	14266	-	AEK98448.1	pTP	titi monkey adenovirus 1		GCA_000905855.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
682279462	INSDC	JAUZOU010000243.1	1777	3090	+	MDP4277830.1	glycosyl hydrolase family 28-related protein	Bacteroidota bacterium		GCA_030706285.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
4115081	INSDC	AY848684.1	234	1013	+	AAX45555.1	terminal protein	Enterobacteria phage L17		GCA_002600105.1
