## Wed Mar 12 03:12:31 2025
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
RTK97643.1	1357423.S5MCZ1_9CAUD	5.23e-75	231.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
QZI89773.1	1262513.K7YB85_9CAUD	7.36e-71	223.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NBP63908.1	1357423.S5MCZ1_9CAUD	1.26e-45	156.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
QBP05998.1	268746.Q58MZ3_BPPRM	1.95e-26	101.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MDR3724340.1	1267534.KB906756_gene701	9.44e-240	677.0	COG5434@1|root,COG5434@2|Bacteria,3Y2SR@57723|Acidobacteria,2JIUJ@204432|Acidobacteriia	57723|Acidobacteria	M	Right handed beta helix region	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28
BCU93478.1	444860.E3SIQ3_9CAUD	4.15e-14	69.3	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MBM4029085.1	1123508.JH636443_gene4557	4.23e-139	419.0	COG5434@1|root,COG5434@2|Bacteria,2IX4E@203682|Planctomycetes	203682|Planctomycetes	M	Periplasmic copper-binding protein (NosD)	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,NosD,Pectate_lyase_3
MAX60198.1	268746.Q58MZ3_BPPRM	2.05e-43	144.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAA58472.1	445686.E3SKS5_9CAUD	2.79e-78	236.0	4QCA2@10239|Viruses,4QR42@28883|Caudovirales,4QIBD@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
UAW96080.1	129951.J9Z371_9ADEN	0.0	971.0	4QEN4@10239|Viruses,4QWYY@35237|dsDNA viruses  no RNA stage	10239|Viruses	S	Adenoviral DNA terminal protein	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0005488,GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0039687,GO:0039693,GO:0042025,GO:0043656,GO:0043657,GO:0044094,GO:0044204,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044419,GO:0051704,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
YP_001552248.1	189830.TERM_ADES1	0.0	1182.0	4QEN4@10239|Viruses,4QWYY@35237|dsDNA viruses  no RNA stage	10239|Viruses	S	Adenoviral DNA terminal protein	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0005488,GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0039687,GO:0039693,GO:0042025,GO:0043656,GO:0043657,GO:0044094,GO:0044204,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044419,GO:0051704,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
YP_009277048.1	665032.C9DFY6_9CAUD	9.35e-58	190.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_004300732.1	279006.D9I685_9CAUD	2.06e-188	523.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_121678386.1	60520.HR47_04400	1.63e-12	75.5	COG5434@1|root,COG5434@2|Bacteria,1VNJF@1239|Firmicutes,4HRXJ@91061|Bacilli	91061|Bacilli	M	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	F5_F8_type_C,Pectate_lyase_3
CAB4181175.1	1357423.S5MCZ1_9CAUD	2.09e-40	142.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NDB59520.1	1283076.M1ICK9_9CAUD	1.33e-45	155.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OUT52765.1	1357423.S5MCZ1_9CAUD	7.26e-35	128.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HBO18537.1	1357423.S5MCZ1_9CAUD	1.07e-45	155.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_007517891.1	1283076.M1ICK9_9CAUD	8.12e-126	357.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HRC96190.1	1357423.S5MCZ1_9CAUD	2.67e-34	127.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NBP58505.1	1357423.S5MCZ1_9CAUD	8.76e-49	164.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MDA8940819.1	1357423.S5MCZ1_9CAUD	2.19e-41	145.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
QMP83949.1	1357423.S5MCZ1_9CAUD	9.98e-43	149.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
URC15339.1	12353.Q7Y4Y7_BPR69	9.02e-47	161.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MDA7536982.1	1357423.S5MCZ1_9CAUD	1.35e-51	171.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HCV50592.1	1357423.S5MCZ1_9CAUD	1.27e-54	179.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAE55516.1	1357423.S5MCZ1_9CAUD	8.95e-60	192.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NDB59819.1	1283076.M1ICK9_9CAUD	2.2e-20	90.9	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OUU52324.1	1357423.S5MCZ1_9CAUD	1.01e-48	164.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RPG31804.1	1357423.S5MCZ1_9CAUD	3.55e-49	165.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
UTS51954.1	1357423.S5MCZ1_9CAUD	1.29e-38	138.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NDA78563.1	1357423.S5MCZ1_9CAUD	1.01e-43	151.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAH72828.1	1283076.M1ICK9_9CAUD	2.66e-45	154.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NBW58461.1	1357423.S5MCZ1_9CAUD	2.75e-47	160.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB5221867.1	1357423.S5MCZ1_9CAUD	2.9e-41	145.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NBO99968.1	1357423.S5MCZ1_9CAUD	3.14e-46	157.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAD26109.1	10665.DNAPR_BPT4	5.35e-12	70.5	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HIN39084.1	1357423.S5MCZ1_9CAUD	1.58e-48	163.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NDB84524.1	1283076.M1ICK9_9CAUD	9.35e-13	68.9	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MEK9888327.1	1357423.S5MCZ1_9CAUD	1.02e-26	105.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
UCG02729.1	268746.Q58MZ3_BPPRM	5.65e-37	129.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAG49323.1	268746.Q58MZ3_BPPRM	2.96e-39	134.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
QBP05953.1	444860.E3SIQ3_9CAUD	2.14e-25	99.8	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009810805.1	268746.Q58MZ3_BPPRM	3.03e-37	129.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MBT6809358.1	268746.Q58MZ3_BPPRM	1.37e-41	140.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NBU99486.1	268746.Q58MZ3_BPPRM	6.17e-29	108.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MCA6385861.1	1357423.S5MCZ1_9CAUD	6.4e-25	99.8	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009322935.1	268746.Q58MZ3_BPPRM	4.73e-17	78.2	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NBR37684.1	268746.Q58MZ3_BPPRM	7.19e-44	146.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MEK9912961.1	444860.E3SIQ3_9CAUD	1.71e-23	94.4	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_010669901.1	444860.E3SIQ3_9CAUD	6.41e-26	100.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BCU93142.1	268746.Q58MZ3_BPPRM	4.86e-44	146.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MEK9694978.1	444860.E3SIQ3_9CAUD	4.75e-18	80.5	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAG48589.1	268746.Q58MZ3_BPPRM	4.3e-31	113.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MBG46604.1	1589733.A0A0C5AIM2_9CAUD	1.12e-53	174.0	4QCA2@10239|Viruses,4QR42@28883|Caudovirales,4QIBD@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB4170914.1	1357423.S5MCZ1_9CAUD	2.97e-42	146.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NDB87224.1	1357423.S5MCZ1_9CAUD	4.56e-39	138.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MDW7641723.1	268746.Q58MZ3_BPPRM	9.03e-17	79.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BCU94968.1	1589733.A0A0C5AIM2_9CAUD	1.26e-43	148.0	4QCA2@10239|Viruses,4QR42@28883|Caudovirales,4QIBD@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WJZ48272.1	445686.E3SKS5_9CAUD	4.7e-33	122.0	4QCA2@10239|Viruses,4QR42@28883|Caudovirales,4QIBD@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MEE3020095.1	445686.E3SKS5_9CAUD	4.89e-30	114.0	4QCA2@10239|Viruses,4QR42@28883|Caudovirales,4QIBD@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HAI43122.1	1357423.S5MCZ1_9CAUD	4.29e-42	145.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MBM4242102.1	238854.Q5GQD5_BPSYP	4.34e-76	236.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009008137.1	1340810.V5USB8_9CAUD	3.06e-173	482.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009833064.1	1262513.K7YB85_9CAUD	6.47e-71	223.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB4131492.1	1357423.S5MCZ1_9CAUD	2.88e-54	179.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009609644.1	1357423.S5MCZ1_9CAUD	2.17e-28	113.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009845660.1	1262513.K7YB85_9CAUD	1.43e-70	222.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HYT41710.1	1357423.S5MCZ1_9CAUD	8.56e-38	137.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_003358869.1	665032.C9DFY6_9CAUD	3.05e-161	451.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MBT5355600.1	329381.D9ICP7_9CAUD	6.71e-26	108.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009854086.1	1564096.A0A0A0YS49_9CAUD	3.08e-70	221.0	4QDKB@10239|Viruses,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XAI71209.1	1206545.S6C337_9CAUD	2.63e-51	174.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MEK9694695.1	1357423.S5MCZ1_9CAUD	2.44e-33	126.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NCV28323.1	314607.KB13_477	1.6e-65	212.0	COG0702@1|root,COG0702@2|Bacteria,1MW54@1224|Proteobacteria,2VIBZ@28216|Betaproteobacteria	28216|Betaproteobacteria	GM	epimerase dehydratase	-	-	1.6.5.3,1.6.99.3	ko:K00329,ko:K00356	ko00190,map00190	-	R11945	RC00061	ko00000,ko00001,ko01000	-	-	-	Epimerase,NAD_binding_10
MCX8482533.1	1357423.S5MCZ1_9CAUD	1.73e-37	135.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MDP7367034.1	1357423.S5MCZ1_9CAUD	8.5e-69	215.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB4140756.1	1357423.S5MCZ1_9CAUD	3.17e-56	183.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009143037.1	1357423.S5MCZ1_9CAUD	1.31e-146	412.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MCC5848332.1	251229.Chro_1732	2.87e-26	113.0	COG5434@1|root,COG5434@2|Bacteria,1G0JG@1117|Cyanobacteria,3VJNU@52604|Pleurocapsales	1117|Cyanobacteria	M	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF1349,DUF4347,Pectate_lyase_3
HCG91928.1	1357423.S5MCZ1_9CAUD	2.82e-42	148.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PHS22110.1	1357423.S5MCZ1_9CAUD	8.44e-55	180.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
QIG70602.1	1357423.S5MCZ1_9CAUD	1.7e-59	192.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
UOL48750.1	1327935.A0A060AH56_9CAUD	1.3e-53	181.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB4126602.1	1357423.S5MCZ1_9CAUD	3.36e-51	171.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB5221343.1	1357423.S5MCZ1_9CAUD	1.11e-53	177.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MDB4443317.1	1357423.S5MCZ1_9CAUD	1.81e-57	186.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MEK9696048.1	1357423.S5MCZ1_9CAUD	9.63e-55	179.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB5221146.1	1357423.S5MCZ1_9CAUD	4.16e-58	188.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
