Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP
A0A2T3D0S5,,503.0,12.3,1.0,0.001647,103.0,559.0,446.0,0.7978533094812165,Ensifer sp. NM-2,2109730.0,AFDB50,FoldSeek,GC1
A0A6J1H7Y9,,468.0,11.1,0.999,0.001723,99.0,559.0,405.0,0.7245080500894454,Cucurbita moschata,3662.0,AFDB50,FoldSeek,GC1
A0A1W7M1M5,,261.0,13.4,1.0,0.001742,154.0,266.0,252.0,0.9473684210526316,Clostridium beijerinckii,1520.0,AFDB50,FoldSeek,Chedec11
A0A2K8RDU7,,143.0,16.7,1.0,0.001757,105.0,163.0,137.0,0.8404907975460123,Streptomyces sp. M56,1495638.0,AFDB50,FoldSeek,ABV
R6C3P6,,162.0,14.1,1.0,0.001875,121.0,163.0,121.0,0.7423312883435583,Clostridium sp. CAG:524,1262817.0,AFDB50,FoldSeek,ABV
UPI00159F6772,,723.0,10.0,0.988,0.001885,82.0,559.0,501.0,0.8962432915921288,Enterobacter phage EspM4VN,2137745.0,BFVD,FoldSeek,GC1
UPI002329245A,,679.0,10.7,0.993,0.002063,86.0,559.0,556.0,0.9946332737030412,Rhizobium phage RHph_X2_28B,2836086.0,BFVD,FoldSeek,GC1
R6AJH4,,174.0,14.9,1.0,0.002136,117.0,163.0,128.0,0.7852760736196319,Clostridium sp. CAG:533,1262818.0,AFDB50,FoldSeek,ABV
A0A2V2GVM2,,689.0,7.6,0.997,0.002158,92.0,559.0,447.0,0.7996422182468694,Lentisphaerae bacterium,1932692.0,AFDB50,FoldSeek,GC1
A0A453QXP5,,244.0,9.4,1.0,0.002279,119.0,163.0,131.0,0.803680981595092,Aegilops tauschii subsp. strangulata,200361.0,AFDB50,FoldSeek,ABV
A0A359FDJ2,,194.0,14.4,1.0,0.002279,111.0,163.0,143.0,0.8773006134969326,Propionibacteriaceae bacterium,2021380.0,AFDB50,FoldSeek,ABV
A0A6P9CA11,,220.0,11.3,0.995,0.002279,88.0,163.0,148.0,0.9079754601226994,Pantherophis guttatus,94885.0,AFDB50,FoldSeek,ABV
A0A1A0PZ25,,183.0,10.9,0.995,0.002279,88.0,163.0,155.0,0.950920245398773,Mycolicibacterium setense,431269.0,AFDB50,FoldSeek,ABV
A0A553G539,,519.0,9.2,0.999,0.002361,96.0,559.0,407.0,0.7280858676207513,Flammeovirga kamogawensis,373891.0,AFDB50,FoldSeek,GC1
A0A1Q6UDV1,,180.0,11.1,1.0,0.002433,101.0,163.0,122.0,0.7484662576687117,Azospirillum sp. 47_25,1896971.0,AFDB50,FoldSeek,ABV
UPI001F129BFE,,533.0,12.3,0.996,0.002702,90.0,559.0,429.0,0.7674418604651163,Serratia phage KpZh_1,2698929.0,BFVD,FoldSeek,GC1
A0A6L3ZK38,,221.0,13.1,1.0,0.002772,100.0,163.0,159.0,0.9754601226993864,Ignavibacterium sp.,2651167.0,AFDB50,FoldSeek,ABV
A0A6J2VL06,,205.0,11.2,0.995,0.002772,88.0,163.0,127.0,0.7791411042944786,Chanos chanos,29144.0,AFDB50,FoldSeek,ABV
A0A7W2WLJ0,,606.0,10.3,1.0,0.002827,106.0,559.0,527.0,0.9427549194991056,Citrobacter freundii,546.0,AFDB50,FoldSeek,GC1
A0A8A7GAE5,,644.0,8.5,0.981,0.002957,79.0,559.0,503.0,0.8998211091234347,Klebsiella quasipneumoniae,1463165.0,AFDB50,FoldSeek,GC1
A0A4Q3SV72,,502.0,9.1,1.0,0.003093,113.0,559.0,383.0,0.6851520572450805,Chitinophagaceae bacterium,1869212.0,AFDB50,FoldSeek,GC1
A0A4Q5NDZ4,,606.0,11.5,0.997,0.003093,92.0,559.0,511.0,0.9141323792486584,bacterium,1869227.0,AFDB50,FoldSeek,GC1
A0A420X798,,508.0,12.7,0.988,0.003235,82.0,559.0,440.0,0.7871198568872988,Leifsonia sp. OV430,2135466.0,AFDB50,FoldSeek,GC1
A0A4Y9EUQ2,,138.0,15.9,1.0,0.003839,109.0,163.0,130.0,0.7975460122699386,Thermus tengchongensis,1214928.0,AFDB50,FoldSeek,ABV
UPI002067D4F3,,629.0,12.8,0.967,0.004051,75.0,559.0,510.0,0.9123434704830052,Escherichia phage ZCEC13,2935866.0,BFVD,FoldSeek,GC1
A0A5Q5FSL4,,133.0,16.5,0.999,0.004097,96.0,163.0,105.0,0.6441717791411042,Prevotella copri,165179.0,AFDB50,FoldSeek,ABV
A0A0C2YF27,,128.0,13.2,0.999,0.004097,97.0,163.0,121.0,0.7423312883435583,Bacillus badius,1455.0,AFDB50,FoldSeek,ABV
A0A655Y629,,164.0,18.9,0.961,0.004097,74.0,163.0,145.0,0.8895705521472392,Vibrio cholerae,666.0,AFDB50,FoldSeek,ABV
R7M3P4,,152.0,12.5,1.0,0.004373,112.0,163.0,121.0,0.7423312883435583,Clostridium sp. CAG:914,1262846.0,AFDB50,FoldSeek,ABV
A0A2N0F2C2,,416.0,11.5,1.0,0.004433,111.0,559.0,388.0,0.6940966010733453,Viridibacillus sp. OK051,1884360.0,AFDB50,FoldSeek,GC1
A0A7N0RBI0,,550.0,9.8,0.994,0.004433,87.0,559.0,430.0,0.7692307692307693,Kalanchoe fedtschenkoi,63787.0,AFDB50,FoldSeek,GC1
A0A4V1U0B7,,154.0,12.3,0.992,0.004667,85.0,163.0,130.0,0.7975460122699386,Cytophagaceae bacterium,2026729.0,AFDB50,FoldSeek,ABV
A0A840XEM5,,597.0,11.3,0.996,0.00485,89.0,559.0,425.0,0.7602862254025045,Komagataeibacter kakiaceti,943261.0,AFDB50,FoldSeek,GC1
A0A4Y7WWW6,,430.0,12.7,1.0,0.005073,107.0,559.0,387.0,0.6923076923076923,Nitrospirales bacterium LBB_01,2552947.0,AFDB50,FoldSeek,GC1
UPI00006CA333,,197.0,16.2,1.0,0.005298,135.0,255.0,184.0,0.7215686274509804,Salasvirus phi29,10756.0,BFVD,FoldSeek,Curie
A0A7N0R8K3,,254.0,10.2,1.0,0.005317,110.0,163.0,140.0,0.8588957055214724,Kalanchoe fedtschenkoi,63787.0,AFDB50,FoldSeek,ABV
A0A357WJE5,,145.0,15.8,0.999,0.005675,96.0,163.0,136.0,0.8343558282208589,Acholeplasmataceae bacterium,1898209.0,AFDB50,FoldSeek,ABV
UPI00006CA333,,201.0,15.9,1.0,0.005968,130.0,264.0,190.0,0.7196969696969697,Salasvirus phi29,10756.0,BFVD,FoldSeek,Voltaire
A0A2T4D1R7,,156.0,12.8,1.0,0.006057,107.0,163.0,108.0,0.6625766871165644,cyanobacterium G8-9,2137193.0,AFDB50,FoldSeek,ABV
A0A1W7M1M5,,264.0,13.6,1.0,0.006324,125.0,250.0,249.0,0.996,Clostridium beijerinckii,1520.0,AFDB50,FoldSeek,Harambe
UPI00006CA333,,195.0,14.3,1.0,0.00637,122.0,255.0,185.0,0.7254901960784313,Salasvirus phi29,10756.0,BFVD,FoldSeek,Evcara
A0A2E3M3S3,,144.0,13.1,1.0,0.006899,105.0,163.0,134.0,0.8220858895705522,Rickettsiales bacterium,2026788.0,AFDB50,FoldSeek,ABV
A7PZL3,,500.0,9.6,0.956,0.007417,73.0,559.0,389.0,0.6958855098389982,Vitis vinifera,29760.0,AFDB-SwissProt,FoldSeek,GC1
A0A495GE66,,498.0,9.8,0.992,0.008323,85.0,559.0,375.0,0.6708407871198568,Paraburkholderia sediminicola,458836.0,AFDB50,FoldSeek,GC1
A0A669BI51,,336.0,6.2,0.795,0.008706,61.0,559.0,332.0,0.59391771019678,Oreochromis niloticus,8128.0,AFDB50,FoldSeek,GC1
A0A6P5EZW3,,154.0,12.9,1.0,0.008953,103.0,163.0,101.0,0.6196319018404908,Ananas comosus,4615.0,AFDB50,FoldSeek,ABV
UPI001F146548,,645.0,10.0,0.817,0.009525,62.0,559.0,510.0,0.9123434704830052,Serratia phage KpZh_1,2698929.0,BFVD,FoldSeek,GC1
A0A1F1LM08,,258.0,11.2,0.887,0.009915,66.0,259.0,228.0,0.8803088803088803,Abiotrophia sp. HMSC24B09,1581061.0,AFDB50,FoldSeek,PRD1
A6XAD1,DQ123818,360.0,100.0,1.0,6.899e-51,2426.0,360.0,360.0,1.0,Dybvigvirus Av1,338473.0,BFVD,FoldSeek,Av-1
A0A2I5AR51,MG159787,560.0,98.7,1.0,1.156e-50,1382.0,559.0,559.0,1.0,Gluconobacter phage GC1,2047788.0,BFVD,FoldSeek,GC1
A0A0A7JTR8,KJ675568,594.0,46.2,1.0,3.321e-50,1873.0,581.0,579.0,0.9965576592082616,Psittacine adenovirus 3,1580497.0,BFVD,FoldSeek,DAdV-1
A0A2I7RXE1,MG592616,235.0,100.0,1.0,1.745e-47,1781.0,235.0,235.0,1.0,Autolykiviridae,2184034.0,BFVD,FoldSeek,viph1249b
T1UFR2,KF268195,441.0,73.9,1.0,2.116e-39,1451.0,671.0,429.0,0.639344262295082,Human mastadenovirus B,108098.0,BFVD,FoldSeek,hAd2
A0A1W6JSA3,KY821088,250.0,100.0,1.0,1.113e-36,1604.0,250.0,250.0,1.0,Bacillus phage Harambe,1981931.0,BFVD,FoldSeek,Harambe
A0A976YCI6,ON724010,255.0,100.0,1.0,1.503e-36,1792.0,255.0,255.0,1.0,Microbacterium phage PineapplePizza,2927268.0,BFVD,FoldSeek,PineapplePizza
A0A2I7QKZ0,MG592402,191.0,90.5,1.0,1.509e-35,1389.0,191.0,191.0,1.0,Vibrio phage 1.020.O._10N.222.48.A2,1881450.0,BFVD,FoldSeek,viph1008o
Q3T519,AY848685,259.0,96.9,1.0,3.3e-35,759.0,259.0,259.0,1.0,Enterobacteria phage PR3,318594.0,BFVD,FoldSeek,PRD1
A0A6B9SZ48,MN857617,265.0,88.6,1.0,5.7720000000000014e-34,1610.0,265.0,265.0,1.0,Gaunavirus SRT01hs,2495532.0,BFVD,FoldSeek,GA1
A0A7S6TZ10,MT790999,398.0,71.6,1.0,1.043e-33,833.0,671.0,393.0,0.5856929955290611,Human adenovirus 41,10524.0,BFVD,FoldSeek,hAd2
A0A2A8BNU4,NUDL01000035,233.0,89.2,1.0,3.294e-33,1409.0,233.0,233.0,1.0,Bacillus wiedmannii,1890302.0,AFDB50,FoldSeek,AP50
A0A4P8PIM7,MK101347,727.0,27.6,1.0,6.295e-33,1018.0,619.0,585.0,0.9450726978998384,White sturgeon adenovirus 1,2580388.0,BFVD,FoldSeek,CPAdV-2
A0A4U3ADL4,SZOD01000182,224.0,89.2,1.0,3.439e-31,1199.0,245.0,224.0,0.9142857142857144,Bacillus mycoides,1405.0,AFDB50,FoldSeek,Bam35
A0A0N9NJE8,KP282673,163.0,74.2,1.0,1.616e-29,1020.0,163.0,163.0,1.0,Acidianus bottle-shaped virus 2 strain ABV2,1732173.0,BFVD,FoldSeek,ABV
A0A5C0PVA4,MN025530,615.0,23.2,1.0,2.187e-28,1060.0,581.0,578.0,0.9948364888123924,Amniota adenovirus 1,2604329.0,BFVD,FoldSeek,DAdV-1
A0A0B4MZ82,KJ617393,230.0,99.5,1.0,9.999999999999999e-26,864.0,230.0,230.0,1.0,Streptococcus phage SOCP,1498213.0,BFVD,FoldSeek,Cp1
A0A1U9KRH7,CP014691,585.0,24.7,1.0,2.561e-25,995.0,559.0,552.0,0.9874776386404294,Neoasaia chiangmaiensis,320497.0,AFDB50,FoldSeek,GC1
A0A067Z6J5,CP004373,577.0,23.5,1.0,9.444e-25,1050.0,559.0,553.0,0.9892665474060824,Gluconobacter oxydans DSM 3504,1288313.0,AFDB50,FoldSeek,GC1
A0A5Q2WB31,MN524844,209.0,92.8,1.0,3.397e-24,1013.0,273.0,209.0,0.7655677655677655,Bacillus phage vB_Bpu_PumA1,2662127.0,BFVD,FoldSeek,WhyPhy
I6PC08,JQ341413,261.0,100.0,1.0,1.6449999999999998e-23,681.0,261.0,261.0,1.0,Weissella phage phiYS61,1161906.0,BFVD,FoldSeek,phiYS61
A0A533HQX7,VAFN01000102,167.0,97.6,1.0,1.699e-23,981.0,167.0,167.0,1.0,Gemella sp.,1966354.0,AFDB50,FoldSeek,St134
A0A0L0BZD0,JRES01001113,254.0,48.0,1.0,3.185e-22,988.0,266.0,254.0,0.9548872180451128,Lucilia cuprina,7375.0,AFDB50,FoldSeek,Chedec11
A0A6G7NUF9,MN490088,340.0,64.4,1.0,4.369999999999999e-22,448.0,638.0,340.0,0.5329153605015674,Bat mastadenovirus,740971.0,BFVD,FoldSeek,EAdV-1
A0A2A7VQP9,NUEL01000085,244.0,45.0,1.0,1.191e-21,665.0,245.0,243.0,0.9918367346938776,Bacillus wiedmannii,1890302.0,AFDB50,FoldSeek,Sato
I3PV11,JQ729990,238.0,80.2,1.0,1.805e-21,601.0,238.0,238.0,1.0,Clostridium phage phiCP7R,1162304.0,BFVD,FoldSeek,phiZP2
A0A7L9DI57,MT674683,566.0,22.7,1.0,2.19e-19,466.0,581.0,512.0,0.8812392426850258,Passerine adenovirus 1,2779174.0,BFVD,FoldSeek,DAdV-1
A0A166LWJ7,KU517714,356.0,43.8,1.0,1.885e-18,374.0,598.0,318.0,0.5317725752508361,Fowl adenovirus 8b,586029.0,BFVD,FoldSeek,CrAdV-1
A0A160PIQ6,AP014809,567.0,17.8,1.0,3.803e-18,710.0,559.0,506.0,0.9051878354203936,Methylorubrum populi,223967.0,AFDB50,FoldSeek,GC1
A0A556C4V7,VLTE01000035,268.0,40.6,1.0,6.155e-18,575.0,245.0,239.0,0.9755102040816328,Bacillus sp. HY001,2597691.0,AFDB50,FoldSeek,Bam35
H1KC48,AGJK01000003,562.0,18.6,1.0,1.605e-17,696.0,559.0,505.0,0.9033989266547406,Methylorubrum extorquens DSM 13060,882800.0,AFDB50,FoldSeek,GC1
A0A1W6DXS9,KY817360,95.0,100.0,1.0,5.747e-17,687.0,95.0,95.0,1.0,Rhodococcus phage Toil,1975614.0,BFVD,FoldSeek,Toil
C7C7P3,FP103042,574.0,16.2,1.0,1.062e-16,596.0,559.0,504.0,0.9016100178890876,Methylorubrum extorquens DM4,661410.0,AFDB50,FoldSeek,GC1
A0A1Z9GRW5,NHGR01000066,238.0,26.4,1.0,1.54e-16,491.0,235.0,235.0,1.0,Candidatus Pelagibacter sp. TMED142,1986801.0,AFDB50,FoldSeek,viph1249b
A0A4D6E2X1,MK620900,131.0,100.0,1.0,3.888e-16,517.0,131.0,131.0,1.0,Streptomyces phage Forthebois,2562185.0,BFVD,FoldSeek,Forthebois
A0A3T0IIS1,MK284526,203.0,64.0,1.0,3.957e-16,538.0,313.0,203.0,0.6485623003194888,Bacillus phage DK1,2500808.0,BFVD,FoldSeek,LY3
A0A7S5REF1,MN988551,266.0,28.1,1.0,9.556e-16,705.0,267.0,266.0,0.99625468164794,Rhizobium phage RHph_N3_8,2509748.0,BFVD,FoldSeek,Tillums
A0A2D6PAJ8,NZAU01000175,118.0,52.5,1.0,2.693e-15,655.0,115.0,115.0,1.0,Candidatus Woesearchaeota archaeon,2026803.0,AFDB50,FoldSeek,S-SCSM1
A0A8S5M9A4,BK014853,302.0,27.8,1.0,1.909e-14,600.0,360.0,278.0,0.7722222222222223,Podoviridae sp. ctbO711,2826564.0,BFVD,FoldSeek,Av-1
A0A2E9WSK6,PCCC01000030,159.0,31.4,1.0,4.735e-14,565.0,163.0,157.0,0.9631901840490796,Euryarchaeota archaeon,2026739.0,AFDB50,FoldSeek,DSL-LC02
A0A419DJH6,QXJB01000015,229.0,31.4,1.0,5.037e-14,431.0,233.0,214.0,0.9184549356223176,Exiguobacterium sp. RIT452,2315552.0,AFDB50,FoldSeek,AP50
T1UGU2,KF268200,232.0,71.1,1.0,1.321e-13,262.0,671.0,232.0,0.34575260804769,Human mastadenovirus D,130310.0,BFVD,FoldSeek,hAd2
A0A8S5PS33,BK015485,253.0,26.4,1.0,3.161e-13,509.0,266.0,252.0,0.9473684210526316,Podoviridae sp. ctdKF3,2825261.0,BFVD,FoldSeek,Chedec11
A0A2E4WNG9,PAYY01000036,116.0,43.9,1.0,4.208e-13,545.0,115.0,115.0,1.0,Candidatus Marinimicrobia bacterium,2026760.0,AFDB50,FoldSeek,S-SCSM1
A0A2D6PA55,NZAU01000155,115.0,44.3,1.0,5.029e-13,553.0,115.0,115.0,1.0,Candidatus Woesearchaeota archaeon,2026803.0,AFDB50,FoldSeek,S-SCSM1
A0A8S5LEA7,BK014698,312.0,24.3,1.0,9.416e-13,531.0,360.0,290.0,0.8055555555555556,Podoviridae sp. ctMxM32,2823557.0,BFVD,FoldSeek,Av-1
A0A8S5Q034,BK015539,279.0,20.7,1.0,1.165e-12,468.0,255.0,255.0,1.0,Podoviridae sp. ctXSp1,2825256.0,BFVD,FoldSeek,Evcara
A0A2E3GPV8,PAPS01000035,115.0,37.3,1.0,1.752e-12,528.0,115.0,115.0,1.0,Saprospirales bacterium,2026790.0,AFDB50,FoldSeek,S-SCSM1
A0A0E3I5P9,KJ019151,114.0,28.9,1.0,3.414e-12,487.0,115.0,113.0,0.982608695652174,Synechococcus phage ACG-2014f,1493511.0,BFVD,FoldSeek,S-SCSM1
A0A8S5T9B4,BK032779,259.0,27.4,1.0,8.417e-12,446.0,255.0,243.0,0.9529411764705882,Podoviridae sp. ctrfz10,2827749.0,BFVD,FoldSeek,PineapplePizza
F4N9V1,FR751545,618.0,12.6,1.0,2.007e-11,321.0,559.0,541.0,0.9677996422182468,Pantoea phage LIMEzero,943335.0,BFVD,FoldSeek,GC1
A0A8S5VIY2,BK016274,266.0,22.1,1.0,2.108e-11,458.0,264.0,260.0,0.9848484848484848,Podoviridae sp. ct9H612,2825226.0,BFVD,FoldSeek,Voltaire
A0A2E0UK78,PABJ01000126,186.0,19.8,1.0,5.124e-11,417.0,163.0,160.0,0.98159509202454,Ectothiorhodospiraceae bacterium,2026737.0,AFDB50,FoldSeek,DSL-LC02
A0A1Z9Q646,NHJZ01000004,95.0,49.4,1.0,5.184e-11,485.0,115.0,94.0,0.8173913043478261,Flavobacteriales bacterium TMED228,1986725.0,AFDB50,FoldSeek,S-SCSM1
A0A879R299,MW015081,118.0,33.8,1.0,5.255e-11,443.0,115.0,114.0,0.991304347826087,Synechococcus phage S-SRM01,2781608.0,BFVD,FoldSeek,S-SCSM1
Q25BI4,AF191796,105.0,100.0,1.0,5.261e-11,220.0,105.0,105.0,1.0,His1 virus (isolate Victoria),654912.0,BFVD,FoldSeek,His1
A0A385II63,MH733496,640.0,12.5,1.0,6.18e-11,288.0,559.0,533.0,0.9534883720930232,unclassified Gamaleyavirus,2047764.0,BFVD,FoldSeek,GC1
A0A2D9G7J7,NZRR01000013,116.0,40.5,1.0,6.978e-11,452.0,115.0,115.0,1.0,Euryarchaeota archaeon,2026739.0,AFDB50,FoldSeek,S-SCSM1
A0A2D6LTH5,NZAX01000079,182.0,21.9,1.0,1.845e-10,366.0,163.0,159.0,0.9754601226993864,Flavobacteriaceae bacterium,1871037.0,AFDB50,FoldSeek,DSL-LC02
A0A6M3TCB2,MT104467,601.0,13.3,1.0,2.279e-10,271.0,559.0,510.0,0.9123434704830052,Pseudomonas phage MR4,2711171.0,BFVD,FoldSeek,GC1
A0A2D9GEA7,NZRO01000042,119.0,28.5,1.0,1.946e-09,410.0,115.0,114.0,0.991304347826087,Flavobacteriales bacterium,2021391.0,AFDB50,FoldSeek,S-SCSM1
A0A7D7K064,MT354570,619.0,13.4,1.0,3.709e-09,240.0,559.0,537.0,0.960644007155635,Pseudomonas phage phiB1_1,2755402.0,BFVD,FoldSeek,GC1
A0A1V1NWJ9,ATBP01001652,199.0,19.0,1.0,5.341e-09,256.0,163.0,154.0,0.9447852760736196,Candidatus Magnetoglobus multicellularis str. Araruama,890399.0,AFDB50,FoldSeek,ABV
A0A6H1ZHL2,MT144026,199.0,15.0,1.0,7.397e-09,253.0,163.0,161.0,0.9877300613496932,viral metagenome,1070528.0,AFDB50,FoldSeek,ABV
A0A355UWK0,DOBJ01000020,272.0,20.2,1.0,7.606e-09,322.0,266.0,257.0,0.9661654135338346,Ruminococcus sp.,41978.0,AFDB50,FoldSeek,Chedec11
A0A497J7I3,QMWC01000219,174.0,17.8,1.0,7.895e-09,257.0,163.0,151.0,0.9263803680981596,Candidatus Hydrothermarchaeota archaeon,2250275.0,AFDB50,FoldSeek,ABV
A0A6J5MTA9,LR796499,208.0,16.8,1.0,8.85e-09,221.0,163.0,156.0,0.9570552147239264,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
X1DRL2,BART01033771,78.0,60.2,1.0,1.025e-08,385.0,114.0,78.0,0.6842105263157895,marine sediment metagenome,412755.0,AFDB50,FoldSeek,S-CREM2
A0A843GYJ4,JAGCAQ010000016,282.0,17.0,1.0,1.256e-08,288.0,266.0,266.0,1.0,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,Chedec11
A0A1X6WET2,LT706986,548.0,12.0,1.0,1.307e-08,199.0,559.0,425.0,0.7602862254025045,Pacmanvirus A23,1932881.0,BFVD,FoldSeek,GC1
A0A8F3BE98,MW009675,622.0,12.8,1.0,1.431e-08,200.0,559.0,538.0,0.962432915921288,Vibrio phage vB_VpP_BT-1011,2799672.0,BFVD,FoldSeek,GC1
A0A6J5M6N7,LR796354,600.0,11.1,1.0,1.496e-08,212.0,559.0,529.0,0.9463327370304114,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A382SGJ1,UINC01128500,197.0,23.3,1.0,1.541e-08,273.0,163.0,159.0,0.9754601226993864,marine metagenome,408172.0,AFDB50,FoldSeek,DSL-LC02
A0A0F9EBM8,LAZR01037722,187.0,16.0,1.0,2.098e-08,236.0,163.0,151.0,0.9263803680981596,marine sediment metagenome,412755.0,AFDB50,FoldSeek,ABV
A0A7G6SG23,CP050301,624.0,11.0,1.0,2.145e-08,258.0,559.0,519.0,0.928443649373882,Phyllobacterium sp. 628,2718938.0,AFDB50,FoldSeek,GC1
A0A1V5X2N4,MWCK01000012,223.0,17.0,1.0,2.39e-08,248.0,163.0,156.0,0.9570552147239264,Parcubacteria group bacterium ADurb.Bin216,1852939.0,AFDB50,FoldSeek,ABV
A0A101GW11,LGGF01000003,660.0,13.6,1.0,2.686e-08,162.0,559.0,511.0,0.9141323792486584,Desulfotomaculum sp. 46_80,1641375.0,AFDB50,FoldSeek,GC1
A0A2E3XMY3,PATL01000039,95.0,46.3,1.0,2.994e-08,333.0,115.0,95.0,0.8260869565217391,bacterium,1869227.0,AFDB50,FoldSeek,S-SCSM1
A0A6J5RLK5,LR797213,184.0,16.3,1.0,3.051e-08,208.0,163.0,152.0,0.9325153374233128,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A2E6H883,PBIO01000022,191.0,16.7,1.0,3.101e-08,244.0,163.0,152.0,0.9325153374233128,Halobacteriovorax sp.,2020862.0,AFDB50,FoldSeek,ABV
F9UH30,AFWV01000017,208.0,15.3,1.0,4.024e-08,213.0,163.0,155.0,0.950920245398773,Thiocapsa marina 5811,768671.0,AFDB50,FoldSeek,ABV
A0A6P1MFD5,CP047593,448.0,14.5,1.0,4.027e-08,336.0,559.0,402.0,0.7191413237924866,Tichowtungia aerotolerans,2697043.0,AFDB50,FoldSeek,GC1
A0A503XKI4,VFVY01000001,605.0,12.8,1.0,4.027e-08,264.0,559.0,512.0,0.9159212880143112,Mesorhizobium sp. B2-3-4,2589959.0,AFDB50,FoldSeek,GC1
A0A0G3EFM8,CP010904,671.0,9.2,1.0,4.212e-08,252.0,559.0,504.0,0.9016100178890876,Kiritimatiella glycovorans,1307763.0,AFDB50,FoldSeek,GC1
A0A383E1M7,UINC01221849,204.0,15.1,1.0,4.295e-08,222.0,163.0,147.0,0.901840490797546,marine metagenome,408172.0,AFDB50,FoldSeek,ABV
A0A7T3KGZ2,MT863727,182.0,18.1,1.0,4.559e-08,229.0,163.0,157.0,0.9631901840490796,unclassified Fletchervirus,1909388.0,BFVD,FoldSeek,DSL-LC02
A0A381TPG3,UINC01004860,196.0,21.4,1.0,4.657e-08,260.0,163.0,158.0,0.9693251533742332,marine metagenome,408172.0,AFDB50,FoldSeek,DSL-LC02
A0A382FHM0,UINC01050017,195.0,23.0,1.0,5.232e-08,260.0,163.0,158.0,0.9693251533742332,marine metagenome,408172.0,AFDB50,FoldSeek,DSL-LC02
A0A843GK27,JAGCBE010000335,271.0,20.6,1.0,6.811e-08,278.0,266.0,251.0,0.943609022556391,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,phi29
A0A1Z8VX22,NHDP01000001,131.0,25.1,1.0,7.001e-08,288.0,163.0,121.0,0.7423312883435583,Alphaproteobacteria bacterium TMED62,1986642.0,AFDB50,FoldSeek,DSL-LC02
A0A843HRI3,JAGCAI010000328,182.0,14.8,1.0,7.233e-08,222.0,163.0,143.0,0.8773006134969326,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,ABV
A0A3B9NR36,DMCA01000255,196.0,13.7,1.0,7.233e-08,202.0,163.0,148.0,0.9079754601226994,Gammaproteobacteria bacterium,1913989.0,AFDB50,FoldSeek,ABV
A0A662IP83,QMSG01000298,182.0,17.0,1.0,7.233e-08,218.0,163.0,149.0,0.9141104294478528,Thermoprotei archaeon,2250277.0,AFDB50,FoldSeek,ABV
A0A382E0U9,UINC01042124,202.0,22.7,1.0,7.865e-08,248.0,163.0,158.0,0.9693251533742332,marine metagenome,408172.0,AFDB50,FoldSeek,DSL-LC02
A0A482MTU4,MK373771,692.0,9.5,1.0,1.036e-07,160.0,559.0,528.0,0.9445438282647584,Escherichia phage vB_EcoP_R4596,2508204.0,BFVD,FoldSeek,GC1
A0A482MTH6,MK373770,614.0,8.7,1.0,1.036e-07,199.0,559.0,530.0,0.9481216457960644,Escherichia phage vB_EcoP_WFI101126,2508203.0,BFVD,FoldSeek,GC1
A0A2D6TPR7,NZDF01000038,142.0,21.8,1.0,1.182e-07,285.0,163.0,116.0,0.7116564417177914,Candidatus Pacearchaeota archaeon,2026773.0,AFDB50,FoldSeek,DSL-LC02
A0A7J4DPU6,DTWC01000172,194.0,19.5,1.0,1.253e-07,251.0,163.0,158.0,0.9693251533742332,Nitrososphaerales archaeon,2268197.0,AFDB50,FoldSeek,DSL-LC02
A0A0F9E602,LAZR01038471,198.0,14.1,1.0,1.3e-07,194.0,163.0,149.0,0.9141104294478528,marine sediment metagenome,412755.0,AFDB50,FoldSeek,ABV
E3SSL7,GU075905,148.0,23.6,1.0,1.378e-07,249.0,163.0,144.0,0.8834355828220859,Prochlorococcus phage P-HM2,445696.0,BFVD,FoldSeek,DSL-LC02
A0A0F9BBK3,LAZR01038541,198.0,15.1,1.0,1.387e-07,214.0,163.0,155.0,0.950920245398773,marine sediment metagenome,412755.0,AFDB50,FoldSeek,ABV
A0A7C3U3A9,DTOL01000586,173.0,23.6,1.0,1.481e-07,210.0,163.0,143.0,0.8773006134969326,Anaerolineae bacterium,2052143.0,AFDB50,FoldSeek,ABV
A0A662W327,QMZB01000028,172.0,21.5,1.0,1.481e-07,225.0,163.0,148.0,0.9079754601226994,Archaeoglobales archaeon,2250258.0,AFDB50,FoldSeek,ABV
A0A6B7HXB4,MK820013,681.0,10.4,1.0,1.485e-07,159.0,559.0,552.0,0.9874776386404294,Vibrio phage vB_VpaP_MGD2,2565877.0,BFVD,FoldSeek,GC1
A0A3D2IGK3,DPSJ01000151,210.0,16.6,1.0,1.687e-07,208.0,163.0,155.0,0.950920245398773,Balneola sp.,2024824.0,AFDB50,FoldSeek,ABV
A0A7V0V9L0,DSNA01000314,160.0,21.2,1.0,1.801e-07,224.0,163.0,137.0,0.8404907975460123,Actinomycetia bacterium,1883427.0,AFDB50,FoldSeek,ABV
