Unnamed: 0,Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP,superkingdom,realm,kingdom,phylum,class,order,family,genus,species,GenomeID,Cluster,Representative_ID,Cluster_Identity,Rep_Synonym_ID,Synonym_Identity,Synomym_E-value,Synonym_Bit-Score,IPG_ID,IPG_Synonym,IPG_len,IPG_Function,eggNOG_Annotation,COG_Category,Reference_GenomeID,IPG_Start,IPG_Stop,IPG_Strand,IPG_Organism,Assembly,Viral_Presence,PHROG_Nr_ORF,Min_Abs_Distance_TP,Mean_Distance_TP,Median_Distance_TP,pPolB,pPolB_distance,Polymerase,Pol_distance
41,YP_006383557.1,YP_006383557.1,617,55.105,1.0,0.0,614.0,684,610,0.891812865497076,Goose adenovirus 4,1193422,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Goose aviadenovirus A,YP_006383557.1,11.0,AIS19786.1,62.52,AIS19786.1,100.0,0.0,,63721513.0,AIS19786.1,1971.0,pTP protein,Adenoviral DNA terminal protein,S,KM096544.1,11869.0,13839.0,-,Fowl aviadenovirus C,GCA_006441215.1,,2.0,1.0,-6.0,-6.0,Y,-1.0,phrog_1907,-1.0
42,YP_009047156.1,YP_009047156.1,620,53.71,1.0,0.0,618.0,684,610,0.891812865497076,Duck adenovirus 2,1520006,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Duck aviadenovirus B,YP_009047156.1,89.0,YP_009047156.1,100.0,YP_009047156.1,100.0,0.0,,58856988.0,YP_009047156.1,4625.0,pTP,Adenoviral DNA terminal protein,S,NC_024486.1,10092.0,14716.0,-,Duck adenovirus 2,GCF_000923915.1,,2.0,1.0,-4.0,-4.0,Y,-1.0,phrog_1907,-1.0
43,DBA51401.1,DBA51401.1,632,31.962,1.0,0.0,675.0,684,610,0.891812865497076,Adenovirus desmodus35011,3115876,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Adenovirus desmodus35011,DBA51401.1,0.0,NP_044190.1,69.92,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
44,WP_062494220.1,WP_062494220.1,521,24.376,1.0,0.0,594.0,559,499,0.892665474060823,Gluconobacter potus,2724927,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter potus,,9.0,WP_061511719.1,85.23,WP_061511719.1,100.0,0.0,,105244891.0,WP_061511719.1,1587.0,hypothetical protein,,,NZ_LHZM01000090.1,9001.0,10587.0,-,Gluconobacter thailandicus,GCF_001580835.1,,66.0,4.0,227.7121212121212,197.5,N,,-,
45,QJP03672.1,QJP03672.1,655,57.557,1.0,0.0,679.0,684,611,0.89327485380117,Fowl aviadenovirus 5,172861,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Fowl aviadenovirus B,QJP03672.1,10.0,XBY87759.1,66.07,XBY87759.1,100.0,0.0,,859864533.0,XBY87759.1,2115.0,pTP protein,Adenoviral DNA terminal protein,S,OR096706.1,12031.0,14145.0,-,Psittacine aviadenovirus B,,,2.0,1.0,11.5,11.5,N,,-,
46,YP_008719821.1,YP_008719821.1,639,55.869,1.0,0.0,643.0,684,611,0.89327485380117,turkey adenovirus 4,1408257,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Turkey aviadenovirus C,YP_008719821.1,10.0,XBY87759.1,65.29,XBY87759.1,100.0,0.0,,859864533.0,XBY87759.1,2115.0,pTP protein,Adenoviral DNA terminal protein,S,OR096706.1,12031.0,14145.0,-,Psittacine aviadenovirus B,,,2.0,1.0,11.5,11.5,N,,-,
47,YP_008719853.1,YP_008719853.1,622,57.878,1.0,0.0,659.0,684,611,0.89327485380117,turkey adenovirus 5,1408258,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Turkey aviadenovirus D,YP_008719853.1,11.0,AIS19786.1,69.76,AIS19786.1,100.0,0.0,,63721513.0,AIS19786.1,1971.0,pTP protein,Adenoviral DNA terminal protein,S,KM096544.1,11869.0,13839.0,-,Fowl aviadenovirus C,GCA_006441215.1,,2.0,1.0,-6.0,-6.0,Y,-1.0,phrog_1907,-1.0
48,WP_148505950.1,WP_148505950.1,514,23.735,1.0,0.0,577.0,559,500,0.894454382826476,Tanticharoenia sakaeratensis,444053,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Tanticharoenia,Tanticharoenia sakaeratensis,,9.0,WP_061511719.1,71.35,WP_061511719.1,100.0,0.0,,105244891.0,WP_061511719.1,1587.0,hypothetical protein,,,NZ_LHZM01000090.1,9001.0,10587.0,-,Gluconobacter thailandicus,GCF_001580835.1,,66.0,4.0,227.7121212121212,197.5,N,,-,
49,UZE90035.1,UZE90035.1,632,28.639,1.0,0.0,602.0,684,612,0.894736842105263,Human adenovirus 41,10524,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,UZE90035.1,2.0,AFD22004.1,72.29,AFD22004.1,100.0,0.0,,27156601.0,AFD22004.1,5184.0,pre-terminal protein,Adenoviral DNA terminal protein,S,JN880452.1,8420.0,13603.0,-,Simian adenovirus A1285,GCA_006446335.1,N,,,,,,,,
50,WRQ19827.1,WRQ19827.1,632,32.12,1.0,0.0,668.0,684,612,0.894736842105263,unidentified adenovirus,10535,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,unidentified adenovirus,WRQ19827.1,0.0,NP_044190.1,61.8,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
51,BAA76963.1,BAA76963.1,632,31.804,1.0,0.0,619.0,684,612,0.894736842105263,Porcine adenovirus 3,35265,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Mastadenovirus porcustertium,BAA76963.1,2.0,AFD22004.1,61.34,AFD22004.1,100.0,0.0,,27156601.0,AFD22004.1,5184.0,pre-terminal protein,Adenoviral DNA terminal protein,S,JN880452.1,8420.0,13603.0,-,Simian adenovirus A1285,GCA_006446335.1,N,,,,,,,,
52,WBV74353.1,WBV74353.1,632,31.013,1.0,0.0,675.0,684,612,0.894736842105263,Bat mastadenovirus BtSY2,3020212,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Bat mastadenovirus BtSY2,WBV74353.1,0.0,NP_044190.1,71.26,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
53,YP_009508601.1,YP_009508601.1,642,61.371,1.0,0.0,704.0,684,614,0.89766081871345,Psittacine aviadenovirus B,2169709,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Psittacine aviadenovirus B,YP_009508601.1,10.0,XBY87759.1,87.89,XBY87759.1,100.0,0.0,,859864533.0,XBY87759.1,2115.0,pTP protein,Adenoviral DNA terminal protein,S,OR096706.1,12031.0,14145.0,-,Psittacine aviadenovirus B,,,2.0,1.0,11.5,11.5,N,,-,
54,WP_211515679.1,WP_211515679.1,518,23.938,1.0,0.0,598.0,559,504,0.901610017889088,Gluconobacter cerinus,38307,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter cerinus,,9.0,WP_061511719.1,88.45,WP_061511719.1,100.0,0.0,,105244891.0,WP_061511719.1,1587.0,hypothetical protein,,,NZ_LHZM01000090.1,9001.0,10587.0,-,Gluconobacter thailandicus,GCF_001580835.1,,66.0,4.0,227.7121212121212,197.5,N,,-,
55,QZW33688.1,QZW33688.1,591,28.765,1.0,0.0,535.0,638,576,0.90282131661442,Psittacine adenovirus 2,1301246,nr,PSI-BLAST,EAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Psittacine adenovirus 2,QZW33688.1,13.0,ALB78183.1,61.18,ALB78183.1,100.0,0.0,,91155091.0,ALB78183.1,1860.0,terminal protein precursor,Adenoviral DNA terminal protein,S,KP279746.1,5409.0,7268.0,-,unidentified adenovirus,GCA_006436495.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
56,DBA49230.1,DBA49230.1,630,34.762,1.0,0.0,555.0,684,619,0.904970760233918,Adenovirus varanus37597,3115883,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Adenovirus varanus37597,DBA49230.1,1300.0,DBA49230.1,100.0,DBA49230.1,100.0,0.0,,828146385.0,DBA49230.1,1857.0,Terminal,Adenoviral DNA terminal protein,S,BK066675.1,7719.0,9575.0,-,Adenovirus varanus37597,,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
57,WRQ19809.1,WRQ19809.1,626,28.594,1.0,0.0,561.0,684,620,0.906432748538012,unidentified adenovirus,10535,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,unidentified adenovirus,WRQ19809.1,2007.0,WRQ19809.1,100.0,WRQ19809.1,100.0,0.0,,761517428.0,WRQ19809.1,1743.0,pTP protein,Adenoviral DNA terminal protein,S,PP098962.1,7085.0,8827.0,-,unidentified adenovirus,,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
58,QGX41978.1,QGX41978.1,641,32.293,1.0,0.0,662.0,684,620,0.906432748538012,Mastadenovirus sp.,2050578,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Mastadenovirus sp.,QGX41978.1,0.0,NP_044190.1,61.92,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
59,YP_009310430.1,YP_009310430.1,622,63.505,1.0,0.0,648.0,684,621,0.907894736842105,Pigeon adenovirus 2,1907767,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Pigeon aviadenovirus B,YP_009310430.1,125.0,QUS52947.1,65.85,QUS52947.1,100.0,0.0,,449489005.0,QUS52947.1,2148.0,terminal protein precursor pTP,Adenoviral DNA terminal protein,S,MW286325.1,12578.0,14725.0,-,Pigeon adenovirus 1,,,2.0,1.0,-4.5,-4.5,Y,-1.0,phrog_1907,-1.0
60,YP_003933582.1,YP_003933582.1,657,56.773,1.0,0.0,648.0,684,622,0.909356725146199,Turkey adenovirus 1,878329,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Turkey aviadenovirus B,YP_003933582.1,10.0,XBY87759.1,65.82,XBY87759.1,100.0,0.0,,859864533.0,XBY87759.1,2115.0,pTP protein,Adenoviral DNA terminal protein,S,OR096706.1,12031.0,14145.0,-,Psittacine aviadenovirus B,,,2.0,1.0,11.5,11.5,N,,-,
61,YP_009328903.1,YP_009328903.1,654,29.511,1.0,0.0,671.0,684,622,0.909356725146199,simian adenovirus 55,2848082,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Simian mastadenovirus I,YP_009328903.1,2.0,AFD22004.1,72.27,AFD22004.1,100.0,0.0,,27156601.0,AFD22004.1,5184.0,pre-terminal protein,Adenoviral DNA terminal protein,S,JN880452.1,8420.0,13603.0,-,Simian adenovirus A1285,GCA_006446335.1,N,,,,,,,,
62,YP_009112717.1,YP_009112717.1,619,30.21,1.0,0.0,536.0,638,581,0.910658307210031,Psittacine adenovirus 3,1580497,nr,PSI-BLAST,EAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Psittacine atadenovirus A,YP_009112717.1,248.0,A0A0A7JTR8,100.0,YP_009112717.1,100.0,0.0,1215.0,67436934.0,YP_009112717.1,1788.0,terminal protein precursor,Adenoviral DNA terminal protein,S,NC_025962.1,5978.0,7765.0,-,Psittacine adenovirus 3,GCF_000929035.1,N,,,,,,,,
63,YP_010790741.1,YP_010790741.1,639,29.734,1.0,0.0,650.0,684,623,0.910818713450292,Rousettus aegyptiacus adenovirus,1967296,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Rousettus aegyptiacus adenovirus,YP_010790741.1,96.0,YP_010790712.1,62.31,YP_010790712.1,100.0,0.0,,197933937.0,YP_010790712.1,4451.0,pre-terminal protein,Adenoviral DNA terminal protein,S,NC_075453.1,7892.0,12342.0,-,Eidolon helvum adenovirus,GCF_006425395.1,,2.0,1.0,7.5,7.5,N,,-,
64,YP_010087258.1,YP_010087258.1,650,31.846,1.0,0.0,624.0,684,623,0.910818713450292,Ovine adenovirus 8,2601527,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Mastadenovirus ovisoctavum,YP_010087258.1,2.0,AFD22004.1,62.86,AFD22004.1,100.0,0.0,,27156601.0,AFD22004.1,5184.0,pre-terminal protein,Adenoviral DNA terminal protein,S,JN880452.1,8420.0,13603.0,-,Simian adenovirus A1285,GCA_006446335.1,N,,,,,,,,
65,UZF96919.1,UZF96919.1,631,28.685,1.0,0.0,663.0,684,624,0.912280701754386,Bovine adenovirus 10,39788,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Bovine mastadenovirus C,UZF96919.1,2004.0,UZF96919.1,100.0,UZF96919.1,100.0,0.0,,593126316.0,UZF96919.1,4238.0,terminal protein,Adenoviral DNA terminal protein,S,ON217544.1,7438.0,11675.0,-,Bovine adenovirus 10,GCA_026153655.1,N,,,,,,,,
66,YP_009162347.1,YP_009162347.1,646,31.269,1.0,0.0,652.0,684,624,0.912280701754386,Equine adenovirus 2,67603,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Equine mastadenovirus B,YP_009162347.1,0.0,NP_044190.1,61.13,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
67,YP_002822208.1,YP_002822208.1,647,27.821,1.0,0.0,549.0,684,624,0.912280701754386,Murine adenovirus 3,573199,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Murine mastadenovirus C,YP_002822208.1,188.0,NP_015538.1,69.7,NP_015538.1,100.0,0.0,,52295.0,NP_015538.1,1959.0,pTP,Adenoviral DNA terminal protein,S,NC_000942.1,7833.0,9791.0,-,Murine mastadenovirus A,GCF_000844265.1,,2.0,4.0,7.0,7.0,N,,-,
68,WXG22947.1,WXG22947.1,643,29.86,1.0,0.0,690.0,684,624,0.912280701754386,Bat mastadenovirus,740971,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Bat mastadenovirus,OR998963.1,0.0,NP_044190.1,62.5,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
69,WXG22591.1,WXG22591.1,642,29.907,1.0,0.0,677.0,684,624,0.912280701754386,Bat mastadenovirus,740971,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Bat mastadenovirus,OR998830.1,0.0,NP_044190.1,62.14,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
70,QYW15027.1,QYW15027.1,643,32.97,1.0,0.0,672.0,684,624,0.912280701754386,Bat mastadenovirus,740971,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Bat mastadenovirus,QYW15027.1,0.0,NP_044190.1,63.97,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
71,YP_009032608.1,YP_009032608.1,640,31.875,1.0,0.0,688.0,684,624,0.912280701754386,California sea lion adenovirus 1,943083,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Sea lion mastadenovirus A,YP_009032608.1,1965.0,YP_009032608.1,100.0,YP_009032608.1,100.0,0.0,,51782445.0,YP_009032608.1,4582.0,pTP,Adenoviral DNA terminal protein,S,NC_024150.1,8292.0,12873.0,-,California sea lion adenovirus 1,GCF_000920015.1,,1.0,21.0,21.0,21.0,N,,-,
72,BBE29335.1,BBE29335.1,642,30.841,1.0,0.0,728.0,684,624,0.912280701754386,Bat mastadenovirus A,1146877,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Bat mastadenovirus A,BBE29335.1,0.0,NP_044190.1,85.55,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
73,AWY10568.1,AWY10568.1,642,30.53,1.0,0.0,653.0,684,624,0.912280701754386,Polar bear adenovirus 1,2250215,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Polar bear mastadenovirus A,AWY10568.1,0.0,NP_044190.1,60.54,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
74,QHR77492.1,QHR77492.1,677,31.019,1.0,0.0,662.0,684,624,0.912280701754386,Squirrel monkey adenovirus,2666326,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Squirrel monkey adenovirus,QHR77492.1,196.0,YP_007518314.1,88.91,YP_007518314.1,100.0,0.0,,24197853.0,YP_007518314.1,5210.0,pTP,Adenoviral DNA terminal protein,S,NC_020487.1,9057.0,14266.0,-,Titi monkey adenovirus ECC-2011,GCF_000905855.1,N,,,,,,,,
75,WZK92860.1,WZK92860.1,643,31.104,1.0,0.0,672.0,684,624,0.912280701754386,Rhinolophus ferrumequinum adenovirus,3140013,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Rhinolophus ferrumequinum adenovirus,WZK92860.1,0.0,NP_044190.1,62.68,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
76,QNQ79209.1,QNQ79209.1,651,29.954,1.0,0.0,628.0,684,624,0.912280701754386,Mastadenovirus porcusquartum,3241439,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Mastadenovirus porcusquartum,QNQ79209.1,0.0,NP_044190.1,60.03,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
77,QSV39475.1,QSV39475.1,631,30.111,1.0,0.0,594.0,684,625,0.91374269005848,Bovine adenovirus 7,10511,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Bovine adenovirus F,QSV39475.1,50.0,NP_077390.1,66.22,NP_077390.1,100.0,0.0,,233298.0,NP_077390.1,4555.0,pTP,Adenoviral DNA terminal protein,S,NC_002685.2,7467.0,12021.0,-,Bovine atadenovirus D,GCF_000845805.1,,2.0,1.0,1.5,1.5,N,,-,
78,AP_000051.1,AP_000051.1,644,31.366,1.0,0.0,710.0,684,625,0.91374269005848,Canine adenovirus 1,10512,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Canine mastadenovirus A,AP_000051.1,0.0,NP_044190.1,99.51,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
79,XIF84270.1,XIF84270.1,665,28.271,1.0,0.0,633.0,684,625,0.91374269005848,Human adenovirus 7,10519,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,XIF84270.1,2.0,AFD22004.1,72.64,AFD22004.1,100.0,0.0,,27156601.0,AFD22004.1,5184.0,pre-terminal protein,Adenoviral DNA terminal protein,S,JN880452.1,8420.0,13603.0,-,Simian adenovirus A1285,GCA_006446335.1,N,,,,,,,,
80,AAW33116.1,AAW33116.1,663,29.11,1.0,0.0,679.0,684,625,0.91374269005848,Human adenovirus 14,10521,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,AAW33116.1,2.0,AFD22004.1,78.2,AFD22004.1,100.0,0.0,,27156601.0,AFD22004.1,5184.0,pre-terminal protein,Adenoviral DNA terminal protein,S,JN880452.1,8420.0,13603.0,-,Simian adenovirus A1285,GCA_006446335.1,N,,,,,,,,
81,YP_007346999.1,YP_007346999.1,631,29.794,1.0,0.0,574.0,684,625,0.91374269005848,Bovine adenovirus 6,111167,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Bovine atadenovirus E,YP_007346999.1,50.0,NP_077390.1,89.5,NP_077390.1,100.0,0.0,,233298.0,NP_077390.1,4555.0,pTP,Adenoviral DNA terminal protein,S,NC_002685.2,7467.0,12021.0,-,Bovine atadenovirus D,GCF_000845805.1,,2.0,1.0,1.5,1.5,N,,-,
82,NP_040518.2,NP_040518.2,675,30.222,1.0,0.0,678.0,684,625,0.91374269005848,Human mastadenovirus C,129951,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,NP_040518.2,298.0,UAW96080.1,77.05,UAW96080.1,100.0,0.0,,485807479.0,UAW96080.1,2601.0,DNA terminal protein,Adenoviral DNA terminal protein,S,MZ603080.1,7833.0,10433.0,-,Human mastadenovirus C,,,2.0,2.0,2.5,2.5,N,,-,
83,AGT75466.1,AGT75466.1,649,30.046,1.0,0.0,700.0,684,625,0.91374269005848,Human mastadenovirus D,130310,nr,PSI-BLAST,PiAdV-1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,AGT75466.1,0.0,NP_044190.1,61.83,NP_044190.1,100.0,0.0,,799678.0,NP_044190.1,2172.0,hypothetical protein,Adenoviral DNA terminal protein,S,NC_001734.1,7850.0,10021.0,-,Canine mastadenovirus A,GCF_000845925.1,,1.0,1.0,-1.0,-1.0,Y,-1.0,phrog_1907,-1.0
